LicenseType,Breed,Color,DogName,OwnerZip,ExpYear,ValidDate
Dog Senior Citizen or Disability Spayed Female,PUG,FAWN,SWEET PEA,15229,2018,11/28/2017 10:27
Dog Senior Citizen or Disability Neutered Male,MIXED,WHITE,AUGGIE,15017,2018,11/28/2017 10:27
Dog Individual Neutered Male,LAB MIX,BROWN,BEAU,15236,2018,11/28/2017 10:47
Dog Individual Neutered Male,MIXED,WHITE,CASPER,15238,2018,11/28/2017 10:27
Dog Individual Spayed Female,CANE CORSO,BRINDLE,NYX,15129,2018,11/28/2017 10:47
Dog Individual Neutered Male,PUGGLE,BROWN,CHANCELLOR,15136,2018,11/28/2017 11:41
Dog Senior Citizen or Disability Spayed Female,COCKER SPANIEL,WHITE/BLACK,SADIE,15035,2018,11/28/2017 10:27
Dog Individual Spayed Female,RETRIEVER MIX,WHITE/BROWN,MARLEY,15136,2018,11/28/2017 9:38
Dog Individual Spayed Female,GOLDEN RETRIEVER,GOLD,ELLA,15147,2018,11/28/2017 10:47
Dog Individual Male,GER SHEPHERD,BLACK/BROWN,APOLLO,15126,2018,11/28/2017 10:27
Dog Senior Citizen or Disability Spayed Female,LAB MIX,BLACK,CLEO,15045,2018,11/28/2017 10:27
Dog Individual Female,GER SHEPHERD,BLACK/BROWN,CLEMENTINE,15234,2018,11/28/2017 10:47
Dog Individual Male,LLEWELLIN SETTER,SPOTTED,ROYAL BONDHU,15045,2018,11/28/2017 10:27
Dog Individual Female,POMERANIAN MIX,WHITE/BROWN,MACI,15332,2018,11/28/2017 11:41
Dog Individual Spayed Female,LAB MIX,BLACK,MOLLY,15084,2018,11/28/2017 10:47
Dog Individual Spayed Female,SCHNOODLE,BLACK,SOPHIE,15215,2018,11/28/2017 10:27
Dog Individual Neutered Male,LAB MIX,BLACK,BRUTUS,15229,2018,11/28/2017 10:27
Dog Individual Male,WIREHAIR PT GRIFFON,BROWN,WALTER,15235,2018,11/28/2017 10:47
Dog Senior Citizen or Disability Spayed Female,AM BULLDOG,WHITE,BAILEY,15132,2018,11/28/2017 10:27
Dog Individual Neutered Male,MIXED,BLACK/BROWN,BUDDY,15044,2018,11/28/2017 10:27
Dog Individual Neutered Male,MIN PINSCHER,BLACK/TAN,BROWNIE,15044,2018,11/28/2017 10:47
Dog Individual Male,BOXER MIX,BRINDLE,TITUS,15025,2018,11/28/2017 10:27
Dog Individual Neutered Male,MIXED,WHITE/BLACK,OREO,15108,2018,11/28/2017 10:47
Dog Individual Spayed Female,AM STAFF TERRIER,BLACK,ELLIE,15133,2018,11/28/2017 11:41
Dog Senior Citizen or Disability Spayed Female,BEAGLE,WHITE/BLACK/BROWN,DAISY,15035,2018,11/28/2017 10:27
Dog Individual Neutered Male,CHIHUAHUA,WHITE/BLACK,TACCO,15136,2018,11/28/2017 11:41
Dog Individual Neutered Male,MIXED,BROWN/TAN,BENTLEY,15237,2018,11/28/2017 10:27
Dog Senior Citizen or Disability Spayed Female,SIB HUSKY,WHITE/BROWN,SADIE,15235,2018,11/28/2017 10:27
Dog Senior Citizen or Disability Spayed Female,POODLE STANDARD,BLACK,COSETTE,15235,2018,11/28/2017 11:16
Dog Senior Citizen or Disability Male,BRITTANY SPANIEL,ORANGE,LUCA,15044,2018,11/28/2017 11:16
Dog Senior Citizen or Disability Female,BRITTANY SPANIEL,ORANGE/WHITE,EMMALEE,15044,2018,11/28/2017 11:16
Dog Senior Citizen or Disability Neutered Male,TAG,BLACK/TAN,MAXIMUS,15025,2018,11/28/2017 11:16
Dog Senior Citizen or Disability Spayed Female,MIXED,BROWN,PHOEBE,15025,2018,11/28/2017 11:16
Dog Senior Citizen or Disability Neutered Male,CAIRN TERRIER,WHEATON,BOSCOE,15209,2018,11/28/2017 11:16
Dog Individual Neutered Male,NEWFOUNDLAND,BROWN,KLONDIKE,15090,2018,11/28/2017 15:27
Dog Individual Spayed Female,MIXED,BROWN,PIPPA,15122,2018,11/28/2017 11:41
Dog Individual Neutered Male,LAB MIX,WHITE,MAGOO,15234,2018,11/28/2017 10:47
Dog Individual Neutered Male,BICHON FRISE,WHITE,RANGO,15065,2018,11/28/2017 10:27
Dog Individual Spayed Female,SHIH TZU,BLACK,MISO,15106,2018,11/28/2017 15:27
Dog Individual Male,POODLE MIX,WHITE/BLACK,MAVERICK,15143,2018,11/28/2017 10:31
Dog Individual Male,LAB MIX,BROWN,CHARLIE,15213,2018,11/28/2017 10:47
Dog Individual Neutered Male,BORD COLLIE MIX,BLACK/BROWN,SAWYER,15025,2018,11/28/2017 10:38
Dog Individual Spayed Female,GER SHEPHERD MIX,BROWN,JOLIE,15234,2018,11/28/2017 10:47
Dog Individual Neutered Male,GER SHEPHERD MIX,MULTI,BOOMER,15044,2018,11/28/2017 15:27
Dog Individual Spayed Female,GER SHEPHERD,WHITE,GHOST,15218,2018,11/28/2017 10:43
Dog Senior Citizen or Disability Neutered Male,SIB HUSKY MIX,WHITE/BEIGE,RAGNAR,15218,2018,11/28/2017 10:44
Dog Individual Spayed Female,POMERANIAN,MULTI,ROCKY,15068,2018,11/28/2017 15:27
Dog Individual Spayed Female,YORKSHIRE TERRIER,BROWN,ALI,15241,2018,
Dog Individual Female,GER SHEPHERD,BLACK/TAN,KAYLEE,15146,2018,11/28/2017 11:55
Dog Senior Citizen or Disability Neutered Male,SCOTTISH TERRIER,BLACK,MACTAVISH,15235,2018,11/28/2017 15:27
Dog Individual Female,MIXED,WHITE/BLACK,LUNA,15146,2018,11/28/2017 15:27
Dog Individual Male,BULLMASTIFF,BLACK/FAWN,ROCKY,15146,2018,11/28/2017 13:53
Dog Individual Female,MIXED,MULTI,TREAT,15237,2018,11/28/2017 15:27
Dog Individual Spayed Female,LABRADOODLE,BROWN,LUCY,15025,2018,11/28/2017 13:53
Dog Individual Neutered Male,LAB MIX,BLACK,SAM,15214,2018,11/28/2017 13:53
Dog Senior Citizen or Disability Male,LABRADOR RETRIEVER,BROWN,BUDDY,15131,2018,11/28/2017 15:27
Dog Individual Female,GER SHEPHERD,BLACK,HAILEE,15049,2018,11/28/2017 11:54
Dog Senior Citizen or Disability Neutered Male,LHASA APSO,SPOTTED,TOMMY,15237,2018,11/28/2017 15:27
Dog Individual Neutered Male,HAVANESE,SPOTTED,ALFIE,15237,2018,11/28/2017 11:54
Dog Individual Spayed Female,BOXER MIX,BLACK WITH WHITE,HAZEL,15227,2018,11/28/2017 13:53
Dog Individual Neutered Male,GOLDEN RETRIEVER,GOLD,CRUSH,15084,2018,11/28/2017 13:53
Dog Senior Citizen or Disability Spayed Female,CAROLINA DOG,BROWN,BELLE,15243,2018,11/28/2017 15:27
Dog Individual Neutered Male,SIB HUSKY,WHITE/BLACK,MANNY,15136,2018,11/28/2017 11:54
Dog Senior Citizen or Disability Spayed Female,AUS SHEPHERD,WHITE/BLACK,PANDA,15216,2018,11/28/2017 11:54
Dog Individual Neutered Male,LABRADOR RETRIEVER,BLACK,BENTLEY,15017,2018,11/28/2017 13:53
Dog Senior Citizen or Disability Spayed Female,YORKSHIRE TERR MIX,BLACK,PANSY,15216,2018,11/28/2017 11:54
Dog Senior Citizen or Disability Spayed Female,BORD COLLIE MIX,WHITE/BLACK,MITZIE,15216,2018,11/28/2017 11:54
Dog Individual Neutered Male,MIXED,BLACK/BROWN,BO,15218,2018,11/28/2017 13:53
Dog Individual Spayed Female,YORKSHIRE TERRIER,BROWN,ALI,15241,2018,11/29/2017 8:46
Dog Individual Spayed Female,LABRADOR RETRIEVER,YELLOW,BELLE,15108,2018,11/28/2017 11:54
Dog Individual Spayed Female,MIXED,WHITE/BLACK,CHINA,15236,2018,11/28/2017 11:41
Dog Senior Citizen or Disability Neutered Male,MIXED,GREY,PACHO,15143,2018,11/28/2017 11:47
Dog Senior Citizen or Disability Neutered Male,W HGHLND WH TERRIER,WHITE,TOBY,15136,2018,11/28/2017 11:47
Dog Senior Citizen or Disability Spayed Female,CHIHUAHUA MIX,BROWN,LOLA,15108,2018,11/28/2017 11:47
Dog Senior Citizen or Disability Spayed Female,LAB MIX,WHITE/BLACK,ELIZABETH,15147,2018,11/28/2017 11:47
Dog Senior Citizen or Disability Neutered Male,PUG,WHITE/BLACK,MUGSY,15065,2018,11/28/2017 11:47
Dog Senior Citizen or Disability Spayed Female,LAB MIX,WHITE/BROWN,SHARLE,15146,2018,11/28/2017 11:47
Dog Senior Citizen or Disability Spayed Female,CHIHUAHUA,FAWN,PHOEBE,15146,2018,11/28/2017 11:47
Dog Senior Citizen or Disability Spayed Female,MIXED,BLACK,KATIE,15132,2018,11/28/2017 11:47
Dog Senior Citizen or Disability Neutered Male,BICHON FRISE,WHITE,JACQUES,15237,2018,11/28/2017 11:47
Dog Senior Citizen or Disability Female,MALTESE MIX,WHITE/BLACK/BROWN,LUCILLE,15235,2018,11/28/2017 11:47
Dog Individual Female,YORKSHIRE TERRIER,BROWN,QUEEN NANDI,15243,2018,11/29/2017 8:46
Dog Individual Neutered Male,LABRADOR RETRIEVER,YELLOW,SONNY,15108,2018,11/28/2017 11:54
Dog Senior Citizen or Disability Spayed Female,YORKSHIRE TERR MIX,BLACK/TAN,LUCY,15108,2018,11/28/2017 11:47
Dog Senior Citizen or Disability Spayed Female,POODLE MIX,APRICOT,ROXIE,15063,2018,11/28/2017 11:47
Dog Individual Spayed Female,SHIH TZU MIX,WHITE,CHLOE,15129,2018,11/28/2017 15:27
Dog Individual Neutered Male,SHIH TZU MIX,BLACK,CHARLIE,15129,2018,11/28/2017 15:27
Dog Individual Spayed Female,SHETLAND SHEEPDOG,BLACK,ZOEY,15129,2018,11/28/2017 15:27
Dog Individual Spayed Female,DACHSHUND,FAWN,DAISY,15106,2018,11/28/2017 15:27
Dog Individual Male,ST BERNARD,WHITE/BLACK/BROWN,SAMSON,15031,2018,11/29/2017 8:46
Dog Individual Neutered Male,LAB MIX,BRINDLE,CHESTER,15236,2018,11/28/2017 15:27
Dog Senior Citizen or Disability Neutered Male,AM PIT BULL TERRIER,MULTI,HARRY,15147,2018,11/28/2017 11:51
Dog Senior Citizen or Disability Neutered Male,TERRIER MIX,BLACK,BENJAMIN,15237,2018,11/28/2017 11:51
Dog Senior Citizen or Disability Neutered Male,CHIHUAHUA MIX,GREY,SCOOTER,15237,2018,11/28/2017 11:51
Dog Senior Citizen or Disability Neutered Male,DACHSHUND,RED,RUSTY,15236,2018,11/28/2017 11:51
Dog Senior Citizen or Disability Spayed Female,POMERANIAN,BLACK/CREAM,NADI,15236,2018,11/28/2017 11:51
Dog Senior Citizen or Disability Neutered Male,BEAGLE,RED,FULTON,15116,2018,11/28/2017 11:51
Dog Individual Neutered Male,PUG,FAWN,WRIGLEY,15116,2018,11/28/2017 11:54
Dog Individual Spayed Female,YORKSHIRE TERRIER,BLACK/BROWN,KEIKI,15143,2018,11/28/2017 15:27
Dog Senior Citizen or Disability Spayed Female,POODLE MIX,WHITE,GEORGIA,15221,2018,11/28/2017 11:41
Dog Individual Spayed Female,WEIMARANER,GREY,WEEBEE,15227,2018,11/28/2017 15:27
Dog Senior Citizen or Disability Spayed Female,POODLE MIN,BLACK,WINNIE,15068,2018,11/28/2017 11:51
Dog Individual Neutered Male,GOLDEN RETRIEVER,GOLD,COOPER,15234,2018,11/28/2017 11:54
Dog Individual Spayed Female,POODLE MIX,BLACK,MOOUISEE SUE,15227,2018,11/28/2017 11:54
Dog Individual Female,MIXED,MULTI,BUBBA,15144,2018,11/28/2017 11:41
Dog Individual Neutered Male,MIXED,BLACK,LEO SUPSURA,15238,2018,11/28/2017 15:27
Dog Senior Citizen or Disability Spayed Female,MIXED,SPOTTED,HEIDI,15145,2018,11/28/2017 11:54
Dog Individual Neutered Male,ROTTWEILER,BLACK/BROWN,BRUNO,15236,2018,11/28/2017 15:27
Dog Individual Spayed Female,OLD ENG BULLDOG,WHITE/FAWN,SIDNEY CROSBY,15236,2018,11/28/2017 11:41
Dog Individual Neutered Male,ENG BULLDOG,BRINDLE,GENO,15236,2018,11/28/2017 11:41
Dog Individual Neutered Male,DOBERMAN PINSCHER,BLACK,ASLAN,15229,2018,11/28/2017 11:41
Dog Individual Spayed Female,AM STAFF TERRIER,WHITE/BRINDLE,MAIA,15131,2018,11/28/2017 11:45
Dog Individual Male,AM STAFF TERRIER,BROWN,TICKER TAPE THE CONTENDER,15131,2018,11/28/2017 11:45
Dog Individual Male,LABRADOR RETRIEVER,BROWN,ROOKIE,15205,2018,11/28/2017 11:54
Dog Individual Neutered Male,SIB HUSKY MIX,WHITE/BLACK/GREY,SPIKE,15136,2018,11/28/2017 11:54
Dog Individual Neutered Male,LABRADOR RETRIEVER,BLACK,SHADOW,15136,2018,11/28/2017 11:54
Dog Individual Male,AM PIT BULL TERRIER,BROWN,DEMON,15136,2018,11/28/2017 11:54
Dog Individual Neutered Male,MIXED,RED,WINSTON ELLIOTT,15044,2018,11/28/2017 15:27
Dog Individual Spayed Female,POMERANIAN MIX,BROWN,SADIE,15220,2018,11/28/2017 15:27
Dog Individual Spayed Female,ENG SETTER,SPOTTED,BELLA,15037,2018,11/28/2017 11:54
Dog Individual Neutered Male,AUS SHEPHERD,WHITE/BLACK/BROWN,GROMIT,15108,2018,11/28/2017 12:09
Dog Individual Spayed Female,TAG,WHITE/BLACK/BROWN,BAILEY,15108,2018,11/28/2017 12:09
Dog Individual Male,GER SHEPHERD,BLACK/BROWN,MAXX,15106,2018,11/28/2017 12:11
Dog Individual Neutered Male,AUS SHEPHERD,MULTI,COLBY,15084,2018,11/28/2017 12:13
Dog Individual Neutered Male,GREAT PYRENEES,WHITE,THOR,15084,2018,11/28/2017 12:13
Dog Individual Male,YORKSHIRE TERRIER,BROWN,BOOGER,15065,2018,11/28/2017 12:15
Dog Individual Spayed Female,CHIHUAHUA,WHITE,BABY BLUE,15065,2018,11/28/2017 12:15
Dog Individual Neutered Male,LABRADOR RETRIEVER,BLACK,SPUNKY,15122,2018,11/28/2017 12:14
Dog Individual Neutered Male,CHIHUAHUA,GREY,ALEX,15065,2018,11/28/2017 12:15
Dog Individual Male,COCKAPOO,RED,COPPER,15234,2018,11/28/2017 12:18
Dog Senior Citizen or Disability Spayed Female,AFFENPINSCHER,BLACK,EBONY,15228,2018,11/28/2017 12:21
Dog Individual Neutered Male,LABRADOR RETRIEVER,BLACK,CASH,15108,2018,11/28/2017 12:22
Dog Individual Neutered Male,LABRADOR RETRIEVER,BLACK,DINO,15108,2018,11/28/2017 12:22
Dog Individual Spayed Female,TAG,WHITE/BROWN,PENELOPE,15139,2018,11/28/2017 13:53
Dog Individual Neutered Male,MIXED,WHITE/BLACK,PETE,15139,2018,11/28/2017 13:53
Dog Senior Citizen or Disability Neutered Male,GOLDEN RETRIEVER,BROWN,LEN,15209,2018,11/28/2017 13:53
Dog Senior Citizen or Disability Neutered Male,GOLDEN RETRIEVER,WHITE,RAY,15209,2018,11/28/2017 13:53
Dog Individual Neutered Male,SIB HUSKY,WHITE/BLACK,NIKA,15147,2018,11/28/2017 13:53
Dog Individual Neutered Male,BEAGLE MIX,WHITE/BLACK,DUKE,15236,2018,11/28/2017 12:39
Dog Individual Spayed Female,COCKER SPANIEL MIX,BLACK,MADDIE,15236,2018,11/28/2017 12:39
Dog Senior Citizen or Disability Neutered Male,POODLE TOY,BLACK,ZORRO,15239,2018,11/28/2017 12:42
Dog Individual Spayed Female,SCHNOODLE,WHITE/BLACK/BROWN,MADDIE,15065,2018,11/29/2017 8:46
Dog Individual Spayed Female,MIXED,SPOTTED,KENDRA,15235,2018,11/28/2017 13:53
Dog Individual Spayed Female,BOXER,BROWN,IZZY,15228,2018,11/28/2017 13:53
Dog Individual Spayed Female,MALTI-POO,WHITE,LUCY,15017,2018,11/28/2017 13:53
Dog Individual Spayed Female,SIB HUSKY,WHITE,AVA,15220,2018,11/29/2017 8:46
Dog Individual Spayed Female,MIXED,BROWN,BELLA,15209,2018,11/28/2017 13:53
Dog Individual Spayed Female,MIXED,BLACK/TAN,ELENA,15237,2018,11/28/2017 13:53
Dog Senior Citizen or Disability Neutered Male,SHIH TZU,BLONDE,JOSH,15139,2018,11/28/2017 13:53
Dog Individual Male,GOLDEN RETRIEVER,BROWN,LEVI,15236,2018,11/29/2017 8:46
Dog Individual Spayed Female,LAB MIX,BLACK,GABBIE,15218,2018,11/28/2017 13:53
Dog Individual Neutered Male,COCKAPOO,WHITE/BLACK,BOO,15202,2018,11/29/2017 8:46
Dog Individual Neutered Male,BOXER,BRINDLE,OSCAR,15120,2018,11/28/2017 13:53
Dog Individual Spayed Female,GER SHEPHERD MIX,BLACK WITH WHITE,ELLIE,15234,2018,11/28/2017 13:53
Dog Individual Neutered Male,LABRADOODLE,WHITE,CHARLIE,15057,2018,11/29/2017 8:46
Dog Individual Spayed Female,LABRADOODLE,BROWN,LOELA,15241,2018,11/28/2017 13:53
Dog Senior Citizen or Disability Neutered Male,POODLE MIN,BLACK,MOOSE,15234,2018,11/28/2017 13:53
Dog Individual Neutered Male,COLLIE,WHITE/BLACK/BROWN,ALEX,15241,2018,11/28/2017 13:53
Dog Individual Spayed Female,POODLE MIX,WHITE,ANGEL,15086,2018,11/29/2017 8:46
Dog Individual Male,SHIH TZU,BLACK WITH WHITE,RYLEE,15106,2018,11/28/2017 13:53
Dog Individual Neutered Male,GOLDEN RETRIEVER,BLONDE,SIMON,15228,2018,11/28/2017 13:30
Dog Individual Spayed Female,GOLDENDOODLE,BUFF,BELLA SWANSON,15090,2018,11/29/2017 8:46
Dog Individual Neutered Male,BOXER MIX,TAN,BANDIT,15101,2018,11/29/2017 8:46
Dog Individual Male,GOLDEN RETRIEVER,CREAM,ECHO,15228,2018,11/29/2017 8:46
Dog Individual Neutered Male,BULLDOG,WHITE,THUNDER,15228,2018,11/29/2017 8:46
Dog Individual Spayed Female,YORKSHIRE TERRIER,BROWN,JILL,15044,2018,11/28/2017 15:27
Dog Individual Female,TERRIER MIX,BROWN,STELLA,15102,2018,11/28/2017 13:53
Dog Individual Spayed Female,LAB MIX,BLACK,LILLY,15044,2018,11/28/2017 15:27
Dog Individual Neutered Male,YORKSHIRE TERRIER,BROWN,JACK,15044,2018,11/28/2017 15:27
Dog Individual Neutered Male,GOLDEN RETRIEVER,WHITE,GEORGE,15235,2018,11/28/2017 15:27
Dog Individual Spayed Female,LAB MIX,BLACK,MADDY,15126,2018,11/29/2017 8:46
Dog Individual Neutered Male,WELSH CORGI PEMBROK,WHITE/RED,BUTTERS,15084,2018,11/28/2017 15:06
Dog Individual Spayed Female,LAB MIX,WHITE,LEAH,15205,2018,11/29/2017 8:46
Dog Individual Spayed Female,CHIHUAHUA,BLACK/BROWN,SCARLET,15108,2018,11/29/2017 8:46
Dog Individual Neutered Male,LABRADOR RETRIEVER,TAN,KUBA,15236,2018,11/28/2017 15:06
Dog Individual Neutered Male,JACK RUSSEL TERRIER,WHITE,MARLEY,15243,2018,11/28/2017 15:06
Dog Individual Neutered Male,MORKIE,WHITE/BROWN,BAILEY,15026,2018,11/29/2017 8:46
Dog Individual Neutered Male,LAB MIX,WHITE,WINSTON,15025,2018,11/28/2017 15:06
Dog Senior Citizen or Disability Spayed Female,MIXED,SPOTTED,COOKIE,15108,2018,11/28/2017 15:27
Dog Individual Spayed Female,POINTER,WHITE/BLACK,MITZI,15235,2018,11/29/2017 8:46
Dog Individual Spayed Female,BEAGLE,WHITE/BLACK/BROWN,SHILOH,15227,2018,11/28/2017 15:27
Dog Senior Citizen or Disability Neutered Male,YORKSHIRE TERR MIX,BLACK,ERNIE,15243,2018,11/28/2017 14:49
Dog Senior Citizen or Disability Spayed Female,BOXER MIX,BRINDLE,SKYE,15057,2018,11/28/2017 14:49
Dog Senior Citizen or Disability Spayed Female,MALTESE,WHITE,BELLA,15106,2018,11/28/2017 15:27
Dog Individual Female,LAB MIX,WHITE/BLACK,SKYE,15243,2018,11/28/2017 14:57
Dog Individual Spayed Female,MIXED,SPOTTED,MAXINE,15108,2018,11/28/2017 15:27
Dog Individual Neutered Male,BOXER,WHITE,SPAGGY,15122,2018,11/29/2017 8:46
Dog Individual Spayed Female,LABRADOR RETRIEVER,YELLOW,JASMINE,15239,2018,11/28/2017 15:27
Dog Individual Spayed Female,MIXED,BROWN,PEANUT,15143,2018,11/28/2017 14:57
Dog Individual Spayed Female,BOXER MIX,BRINDLE,SKYE,15057,2018,11/28/2017 14:22
Dog Individual Neutered Male,COLLIE MIX,RED/BLONDE,SCOUT,15102,2018,11/28/2017 14:57
Dog Individual Female,IRISH WOLFHOUND,BLACK/TAN,NYMERIA,15102,2018,11/29/2017 8:46
Dog Individual Neutered Male,MALTESE,WHITE,DUSTER,15243,2018,11/28/2017 14:49
Dog Individual Spayed Female,POODLE STANDARD,WHITE,SCOUT,15237,2018,11/28/2017 14:57
Dog Senior Citizen or Disability Spayed Female,PARSON RUSSELL TERR,WHITE/BROWN,SAMMI,15236,2018,11/28/2017 14:49
Dog Individual Neutered Male,GREAT DANE,BLUE,ARCHIBALD,15234,2018,11/29/2017 8:46
Dog Individual Neutered Male,BORD COLLIE,SPOTTED,COOPER,15025,2018,11/28/2017 15:06
Dog Senior Citizen or Disability Spayed Female,WEIMARANER,GREY,GOLDIE,15227,2018,11/28/2017 14:49
Dog Individual Neutered Male,MIXED,BROWN,TOBY,15237,2018,11/28/2017 14:57
Dog Individual Neutered Male,BOXER,WHITE/BROWN,BRUNO,15108,2018,11/29/2017 8:46
Dog Individual Neutered Male,GER SHEPHERD,BLACK/BROWN,MAJOR,15108,2018,11/29/2017 8:46
Dog Individual Neutered Male,MALTESE MIX,BLACK,RASCAL MASTREN-WILLIAMS,15223,2018,11/28/2017 14:49
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/BLACK,BANDIT,15056,2018,11/28/2017 14:57
Dog Individual Spayed Female,ENG SPRINGER SPANIE,BLACK/BROWN,DINKY,15056,2018,11/28/2017 14:57
Dog Individual Neutered Male,GER SHEPHERD,BLACK/BROWN,HOGAN,15239,2018,11/28/2017 14:35
Dog Individual Neutered Male,ENG TOY SPANIEL,SPOTTED,DALLAS,15228,2018,11/28/2017 14:49
Dog Individual Neutered Male,MIXED,WHITE/TAN,DOG,15220,2018,11/29/2017 8:46
Dog Individual Spayed Female,JACK RUSSEL TERRIER,WHITE,BELLA,15214,2018,11/28/2017 14:57
Dog Individual Male,AM PIT BULL TERRIER,WHITE/BROWN,VULCAN,15132,2018,11/28/2017 15:27
Dog Individual Neutered Male,YORKSHIRE TERRIER,BLACK/BROWN,JACKSON,15101,2018,11/28/2017 14:49
Dog Individual Neutered Male,POODLE MED,BROWN,HERSHEY,15229,2018,11/28/2017 15:06
Dog Individual Spayed Female,MORKIE,BLONDE,NO NAME GIVEN,15101,2018,11/28/2017 14:49
Dog Individual Spayed Female,LAB MIX,BLACK/BROWN,MINNIE,15239,2018,11/28/2017 14:57
Dog Senior Citizen or Disability Spayed Female,MIXED,MULTI,NO NAME GIVEN,15088,2018,11/28/2017 15:27
Dog Individual Spayed Female,BICHON FRISE,WHITE,MINNIE,15215,2018,11/28/2017 14:57
Dog Individual Spayed Female,COCKER SPANIEL,WHITE/TAN,BRANDY,15220,2018,11/28/2017 15:27
Dog Senior Citizen or Disability Neutered Male,CHOW CHOW,GOLD/RED,SING,15047,2018,11/28/2017 14:49
Dog Senior Citizen or Disability Neutered Male,GOLDEN RETRIEVER,BROWN,HARRISON,15205,2018,11/28/2017 14:57
Dog Individual Spayed Female,DACHSHUND MIX,WHITE/BLACK/BROWN,SOPHIA,15220,2018,11/28/2017 15:06
Dog Individual Neutered Male,DACHSHUND MIX,BLACK/BROWN,OSCAR,15220,2018,11/28/2017 15:06
Dog Individual Neutered Male,BEAGLE,WHITE/BLACK/BROWN,MONROE,15223,2018,11/29/2017 8:46
Dog Individual Neutered Male,GOLDEN RETRIEVER,BROWN,BLAZER,15136,2018,11/28/2017 14:49
Dog Individual Spayed Female,FLAT COATED RETRIEV,BLACK,KAYLEE,15136,2018,11/28/2017 14:49
Dog Individual Spayed Female,LAB MIX,MULTI,PUMPKIN,15215,2018,11/28/2017 14:57
Dog Individual Spayed Female,GOLDEN RETRIEVER,TAN,HONEYBUN,15044,2018,11/28/2017 15:06
Dog Individual Spayed Female,MIXED,BROWN,LUCY,15229,2018,11/28/2017 14:57
Dog Senior Citizen or Disability Spayed Female,LAB MIX,BROWN,MAGGIE,15239,2018,11/28/2017 14:57
Dog Individual Neutered Male,AKITA,BRINDLE,FLIP,15108,2018,11/28/2017 15:27
Dog Individual Neutered Male,PUGGLE,BLACK/BROWN,ROCKY,15215,2018,11/28/2017 15:27
Dog Individual Spayed Female,JACK RUSSEL TERRIER,WHITE/BLACK,AILISE,15205,2018,11/28/2017 14:57
Dog Individual Neutered Male,TERRIER MIX,BROWN,HANK,15108,2018,11/28/2017 15:27
Dog Individual Male,AM PIT BULL TERRIER,WHITE,SNOOP,15212,2018,11/28/2017 15:06
Dog Senior Citizen or Disability Neutered Male,HAVANESE,WHITE/BLACK,WILLIE,15228,2018,11/28/2017 15:27
Dog Individual Male,GOLDENDOODLE,APRICOT,ZEUS,15228,2018,11/28/2017 15:06
Dog Individual Spayed Female,BOXER,BRINDLE,STELLA,15108,2018,11/28/2017 15:27
Dog Senior Citizen or Disability Spayed Female,MIXED,BLACK,BOOTS,15120,2018,11/28/2017 15:55
Dog Senior Citizen or Disability Spayed Female,MIXED,BROWN,CASEY,15120,2018,11/28/2017 15:55
Dog Individual Spayed Female,BASSET HOUND MIX,BRINDLE,JACQUELINE,15047,2018,11/28/2017 15:27
Dog Individual Neutered Male,LAB MIX,BLACK,JAKE,15221,2018,11/28/2017 15:55
Dog Individual Spayed Female,CHIHUAHUA,BLACK,DOLCE,15235,2018,11/28/2017 15:27
Dog Senior Citizen or Disability Spayed Female,TERRIER MIX,WHITE/BROWN,ROSIE,15025,2018,11/28/2017 15:55
Dog Individual Neutered Male,MASTIFF,WHITE/BLACK,JACKSON,15003,2018,11/28/2017 15:27
Dog Individual Spayed Female,MALTESE,WHITE,DIXIE,15003,2018,11/28/2017 15:27
Dog Individual Spayed Female,BEAGLE MIX,WHITE/BLACK,LIBBY,15234,2018,11/28/2017 15:27
Dog Individual Neutered Male,LAB MIX,BROWN,WATSON,15101,2018,11/28/2017 15:27
Dog Individual Neutered Male,POODLE MIX,TAN,FITZ,15108,2018,11/28/2017 15:55
Dog Individual Neutered Male,MALTESE MIX,WHITE,ROCKY,15102,2018,11/29/2017 8:46
Dog Individual Spayed Female,AM PIT BULL TERRIER,BRINDLE,"ELEVEN ""ELLIE""",15239,2018,11/28/2017 15:55
Dog Individual Spayed Female,GER SHEPHERD MIX,BROWN,CHLOE,15101,2018,11/28/2017 15:55
Dog Individual Neutered Male,ANATOLIAN SHEPHERD,BROWN,GIOVANNI,15144,2018,11/28/2017 15:55
Dog Senior Citizen or Disability Spayed Female,RHODESIAN RIDGEBACK,BROWN,HAVEY,15102,2018,11/28/2017 15:27
Dog Senior Citizen or Disability Spayed Female,YORKSHIRE TERRIER,BLACK/GREY,DAISY,15146,2018,11/29/2017 8:46
